 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
1 1 1 1 1 1 1 1 1 1,555,1 1 1 1 1 1 1 1 1 1,33 83 11 87 65 61 84 32 35 64,313.3061,34.12,0,6.8444 4.3115 3.3838 1.5998 1.5758 1.0158 2.8315 3.7837 0.9519 0.7038
1 1 1 1 1 1 1 1 1 1,525,1 0 0 1 0 0 0 0 1 1,44 63 47 34 83 43 60 12 100 39,70.727,34.863,1,6.6310 3.6030 1.2220 0.8160 0.5300 0.7010 0.6420 1.0260 0.5850 0.6320
1 1 1 1 1 1 1 1 1 1,496,0 1 1 0 1 1 0 1 0 1,0 10 68 5 73 62 67 100 30 81,2.894,16.302,2,2.3600 0.9140 1.8080 0.8770 0.7660 0.6960 0.5120 0.5170 0.6380 1.1230
1 1 1 1 1 1 1 1 1 1,610,1 1 1 1 1 1 1 1 1 1,43 84 73 90 60 65 66 10 77 42,3.395,36.7902,2,2.8397 0.9165 0.8669 0.9125 0.8348 0.8053 0.8155 0.7752 1.2745 0.6668
1 1 1 1 1 1 1 1 1 1,572,0 1 0 1 1 0 1 0 1 1,62 57 24 35 83 54 72 35 92 58,6.1484,32.4446,2,4.2162 1.2798 1.0099 1.9198 1.6503 1.2998 1.2051 1.0396 1.1397 0.7595
1 1 1 1 1 1 1 1 1 1,470,1 1 0 0 1 1 1 0 0 0,67 54 14 90 18 38 65 42 69 13,8.316,29.966,2,6.9450 1.9630 1.0240 0.7300 2.5960 0.6570 0.6740 1.4100 0.7220 1.3220
1 1 1 1 1 1 1 1 1 1,354,1 1 1 1 1 1 1 1 1 1,55 71 32 11 3 8 1 67 66 40,44.926,20.947,0,2.3030 1.0330 2.5990 1.0330 0.9760 0.6800 0.6470 0.6000 1.0720 0.7440
1 1 1 1 1 1 1 1 1 1,663,1 1 1 1 1 1 1 0 0 1,71 76 94 25 93 48 76 60 41 79,20.8442,53.6112,0,4.5937 2.8393 6.6135 1.9209 2.2593 1.3498 1.4099 0.9890 2.9197 1.0937
1 1 1 1 1 1 1 1 1 1,513,1 1 1 1 1 1 1 1 1 1,55 71 46 50 82 70 18 27 79 15,9.7231,24.4797,1,5.9802 1.0578 0.9139 0.6061 1.2182 0.7901 0.8359 0.5297 1.0261 1.2880
1 1 1 1 1 1 1 1 1 1,534,1 1 1 1 1 1 1 0 1 1,94 65 80 55 84 46 1 14 79 16,7.2711,58.5975,2,7.3665 2.4134 1.2259 0.7731 0.5220 0.7517 0.5411 0.4351 0.4620 0.4348
1 1 1 1 1 1 1 1 1 1,400,1 0 0 1 0 0 0 0 0 0,14 35 10 3 58 96 98 52 14 20,6.9725,37.9916,1,3.4042 0.6957 1.0084 1.4476 0.6799 0.5763 0.4891 0.5041 0.5762 1.2234
1 1 1 1 1 1 1 1 1 1,602,0 1 1 1 1 0 1 1 1 1,17 86 52 100 72 10 99 78 84 4,17.7547,17.9582,0,5.6090 1.2217 2.3014 0.9922 2.3473 2.0791 0.7164 0.8223 2.7407 0.8780
1 1 1 1 1 1 1 1 1 1,450,1 1 1 1 1 1 1 1 1 1,22 66 50 79 72 58 68 29 4 2,78.3136,53.4905,0,6.7193 4.7236 3.7096 1.6800 1.5000 0.8280 1.3358 0.8038 0.7502 1.5379
1 1 1 1 1 1 1 1 1 1,549,0 0 1 0 1 0 1 0 1 0,29 7 85 73 43 89 13 97 72 41,9.5823,79.0275,2,13.8463 2.3114 1.8716 1.1517 1.1360 1.2401 1.3195 1.1998 4.6555 6.2972
1 1 1 1 1 1 1 1 1 1,537,1 1 1 1 1 1 1 1 1 1,77 43 47 69 98 6 89 44 42 22,127.7821,64.7852,0,8.9601 1.8975 7.3646 6.9251 4.9978 5.1283 6.7767 2.0061 2.0594 1.7456
1 1 1 1 1 1 1 1 1 1,403,1 1 1 1 1 0 0 0 0 1,18 28 38 95 12 46 33 18 15 100,103.7375,27.7245,0,3.3896 3.6265 0.8464 0.9605 0.7584 0.8775 1.5785 0.8535 0.7983 0.5961
1 1 1 1 1 1 1 1 1 1,578,1 1 0 1 0 0 0 1 0 1,95 56 60 20 72 75 25 71 29 75,16.8631,75.0998,1,12.7221 10.0308 1.0796 1.0237 1.2316 1.3760 1.2795 4.1677 0.7916 1.8715
1 1 1 1 1 1 1 1 1 1,545,1 1 0 0 0 1 1 0 0 1,93 14 60 48 57 67 26 60 31 89,1.9052,18.7529,1,1.4961 0.9000 0.7763 1.3267 1.1169 0.6843 0.6430 0.7142 1.1549 0.5080
1 1 1 1 1 1 1 1 1 1,581,1 1 1 1 1 1 1 1 1 1,58 67 27 79 26 87 97 60 74 6,94.018,34.332,0,11.7380 6.9640 10.7340 4.1010 2.4420 4.9160 2.6900 3.8590 2.6660 1.8550
1 1 1 1 1 1 1 1 1 1,434,1 1 1 0 0 0 0 0 0 0,50 9 3 32 69 46 49 40 79 57,68.565,28.784,1,4.0390 2.2560 3.1430 1.0970 1.5840 0.9610 0.8640 1.0320 0.9360 0.6570
1 1 1 1 1 1 1 1 1 1,537,0 1 0 0 0 0 1 0 0 0,25 9 98 37 89 93 77 9 73 27,85.8208,158.0605,1,9.3110 3.8033 1.8119 0.8879 1.7266 1.7310 1.3060 1.1661 1.0533 0.8835
1 1 1 1 1 1 1 1 1 1,532,1 0 1 1 1 1 1 1 1 1,55 48 52 67 41 77 51 15 85 41,13.988,41.837,2,23.2430 1.2380 0.7610 0.6560 0.9480 0.7710 0.8140 1.6600 0.8560 0.9050
1 1 1 1 1 1 1 1 1 1,447,1 1 1 0 0 0 1 0 0 1,28 76 9 41 40 66 44 21 24 98,50.0574,195.2668,0,16.5600 6.9505 5.6078 7.3083 3.8575 3.1776 2.6459 2.3107 4.3164 1.2084
1 1 1 1 1 1 1 1 1 1,413,1 0 1 1 1 1 0 0 0 0,19 8 49 53 63 8 44 75 36 58,6.7254,58.3721,1,7.0315 3.7168 2.2683 4.7963 4.4058 1.4712 2.4384 3.2265 2.1785 1.8460
1 1 1 1 1 1 1 1 1 1,541,1 0 0 0 1 1 1 1 1 0,19 64 23 39 88 83 81 87 45 12,40.1525,47.2185,1,11.7070 4.4830 3.3308 3.4634 2.4769 1.4351 2.1482 2.2122 1.7072 1.5601
1 1 1 1 1 1 1 1 1 1,592,1 1 1 1 0 1 1 1 1 1,20 93 91 45 6 84 78 38 89 48,9.235,27.25,0,5.9720 5.4540 1.3850 1.2400 1.7520 1.1270 2.5130 0.8790 1.6490 5.2960
1 1 1 1 1 1 1 1 1 1,507,1 1 1 1 1 0 0 1 0 1,75 88 1 52 72 76 77 9 25 32,8.9122,38.0388,1,38.9108 3.6472 1.8160 2.2477 3.5915 1.0000 2.9285 3.3832 0.8788 0.7440
1 1 1 1 1 1 1 1 1 1,363,0 0 1 1 1 0 0 1 0 0,68 43 3 55 52 83 20 29 8 2,9.0662,131.092,1,5.0528 5.4053 1.2220 0.7664 2.2645 1.1989 0.8742 1.1015 0.8864 2.3487
1 1 1 1 1 1 1 1 1 1,433,0 1 0 1 0 1 0 0 0 1,49 16 53 89 70 20 48 17 27 44,3.8578,61.6174,1,10.4712 7.6275 5.0527 2.3316 2.2467 4.9407 2.8319 1.1782 2.6712 1.1134
1 1 1 1 1 1 1 1 1 1,407,1 1 1 1 1 0 0 0 1 1,32 20 24 50 34 50 88 3 67 39,68.2568,37.7035,1,4.4142 2.1357 0.9997 6.0318 0.8077 1.1119 2.2320 1.8321 0.9438 0.6641
1 1 1 1 1 1 1 1 1 1,547,1 1 0 1 1 1 1 1 1 1,61 38 38 61 50 47 53 81 60 58,18.0045,21.3542,1,2.0043 1.3150 0.8600 0.9607 1.2135 1.0693 1.1891 1.1546 0.9238 1.1075
1 1 1 1 1 1 1 1 1 1,536,1 0 0 1 1 1 1 1 1 1,2 66 7 56 93 57 55 100 72 28,361.8037,38.0819,1,4.3323 1.0864 0.8211 0.8104 0.8886 0.6444 1.3446 1.7438 1.6656 0.9244
1 1 1 1 1 1 1 1 1 1,470,1 1 0 1 0 1 0 0 1 1,73 11 11 48 5 79 65 99 35 44,130.4863,17.2811,0,4.6235 1.5120 1.3113 1.2074 0.7129 0.8412 0.7133 0.5998 0.9281 2.2158
1 1 1 1 1 1 1 1 1 1,561,1 1 1 1 1 1 0 1 0 1,85 75 50 80 8 62 87 91 1 22,46.5224,23.9265,0,6.1332 4.8158 1.5310 4.0618 1.6510 4.4795 2.3003 4.5497 2.6577 1.3382
1 1 1 1 1 1 1 1 1 1,781,0 1 1 0 0 1 0 1 1 1,90 99 97 76 38 59 50 94 99 79,81.9648,507.5733,1,29.9283 8.7953 4.8448 6.4896 2.3199 1.6296 1.8399 3.5296 2.7197 1.7297
1 1 1 1 1 1 1 1 1 1,624,1 1 1 1 1 1 1 1 1 1,56 55 20 64 68 58 87 75 90 51,103.4102,56.4121,0,4.3336 7.7195 3.6536 2.2156 3.0698 2.5498 1.6100 1.5158 1.6726 1.3840
1 1 1 1 1 1 1 1 1 1,510,1 1 1 0 1 0 1 0 1 1,77 5 44 42 69 39 22 78 71 63,6.5065,60.6074,1,4.2135 1.6477 1.3436 0.5756 0.4316 0.6156 0.3917 0.4156 0.5758 0.8079
1 1 1 1 1 1 1 1 1 1,626,1 1 1 1 1 1 1 1 1 1,37 12 52 91 72 99 37 98 31 97,103.6053,52.2308,0,8.9223 2.2907 8.5061 3.4585 3.7635 3.1735 2.9966 3.4045 1.9634 1.7407
1 1 1 1 1 1 1 1 1 1,501,0 0 1 1 1 1 1 1 1 1,67 8 43 45 65 90 4 80 24 75,39.2509,38.3529,0,4.9111 4.7699 2.7511 1.6236 3.4239 0.7131 0.5841 0.9363 0.7567 0.7046
1 1 1 1 1 1 1 1 1 1,528,1 1 1 1 1 1 0 0 0 1,79 87 68 10 71 0 36 63 49 65,30.4932,94.0047,2,12.0200 2.8378 46.7637 42.3200 10.8293 113.2808 4.1855 12.8691 9.6997 30.2648
1 1 1 1 1 1 1 1 1 1,678,1 1 1 1 1 1 1 1 1 1,67 57 86 91 77 44 11 94 68 83,21.459,120.089,1,13.5720 12.8890 2.3240 2.4550 1.4190 1.0130 1.5590 0.9540 1.5150 1.2690
1 1 1 1 1 1 1 1 1 1,376,1 1 1 1 0 1 1 1 1 1,15 45 17 5 3 89 72 92 34 4,42.718,46.11,2,8.2050 2.6990 2.4150 1.9650 2.2850 1.6390 1.7960 1.5740 1.7970 2.2350
1 1 1 1 1 1 1 1 1 1,674,1 1 0 1 0 0 1 0 0 0,59 89 82 51 98 42 31 80 100 42,94.77,86.208,2,16.2140 6.0480 3.1610 8.5900 2.2100 6.2600 1.6200 1.5590 1.9990 1.8390
1 1 1 1 1 1 1 1 1 1,542,1 1 1 0 0 0 0 0 1 1,38 62 54 14 97 76 78 24 34 65,47.1171,23.689,0,6.5118 9.1837 8.7923 8.1516 15.4861 8.7500 5.9585 6.1933 2.8074 4.5826
1 1 1 1 1 1 1 1 1 1,366,0 1 1 1 0 0 0 0 1 0,3 10 70 4 37 42 90 55 51 4,152.0008,84.0446,1,5.5748 1.0713 0.6981 0.8084 0.6239 0.8378 0.7679 0.8872 0.6318 0.7045
1 1 1 1 1 1 1 1 1 1,451,1 1 1 1 1 1 1 1 1 1,94 21 91 7 24 14 23 11 88 78,22.7814,34.6396,1,9.5658 5.4078 3.3119 4.3760 2.8718 1.5919 2.2000 1.8718 1.4797 1.8638
1 1 1 1 1 1 1 1 1 1,431,1 1 0 0 1 0 0 1 0 0,12 29 93 20 52 26 47 41 66 45,8.9602,31.1678,1,2.6379 4.4159 1.6879 0.8879 0.5839 0.5361 1.7039 0.6159 0.4400 0.5997
1 1 1 1 1 1 1 1 1 1,502,0 0 0 1 1 0 0 1 0 1,88 22 80 58 12 77 26 48 10 81,26.6787,86.9393,2,20.2375 8.3597 3.0631 2.1253 4.2638 2.6148 2.2047 1.6566 1.8723 1.6718
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1,435,1 1 0 1 1 1 1 1 0 1,18 43 26 35 25 81 67 22 25 93,14.3406,26.5975,1,3.4758 2.5100 0.9671 0.7262 0.8763 0.7900 0.7222 1.0463 0.8921 0.7453
1 1 1 1 1 1 1 1 1 1,387,1 1 1 1 1 1 1 1 1 1,10 60 43 77 17 3 50 11 79 37,32.883,41.628,2,4.4470 2.2540 2.0540 1.7140 1.3730 1.3740 1.4510 1.2940 1.0100 1.3580
1 1 1 1 1 1 1 1 1 1,619,1 0 0 1 1 1 0 0 1 1,93 59 24 73 26 94 87 59 20 84,113.074,50.76,0,9.5260 6.4250 2.3360 1.2240 1.5280 0.6710 6.9990 4.7130 0.6730 0.8000
1 1 1 1 1 1 1 1 1 1,523,1 1 1 1 1 1 1 1 1 1,23 16 8 59 99 92 75 62 51 38,83.3879,45.5177,1,14.5616 5.9801 4.7219 1.8134 1.6576 1.5167 1.4860 1.4014 1.2249 1.4975
1 1 1 1 1 1 1 1 1 1,404,1 1 1 1 0 1 0 1 1 0,27 32 16 4 85 69 23 53 73 22,14.9687,26.547,1,4.9830 0.8442 1.7680 0.9891 0.6145 2.1978 0.6175 0.8396 0.7693 0.6972
1 1 1 1 1 1 1 1 1 1,574,1 0 0 1 0 1 1 1 0 1,38 50 91 59 8 86 80 67 8 87,32.3579,43.0167,0,24.2060 6.4877 4.4314 3.0318 1.6875 1.3919 0.8478 1.4316 0.8634 0.8799
1 1 1 1 1 1 1 1 1 1,627,1 1 1 1 0 1 1 1 1 0,99 68 80 13 35 72 91 79 0 90,10.05,44.424,1,6.6300 2.5600 4.5700 1.6620 1.5670 1.1670 2.4670 0.9100 0.8640 0.9010
1 1 1 1 1 1 1 1 1 1,384,0 1 0 0 0 0 0 0 1 0,34 56 17 17 40 44 62 7 71 36,8.245,14.477,0,3.3600 0.8860 0.8500 0.8950 0.9240 1.3060 1.4220 0.6900 0.8090 1.0050
1 1 1 1 1 1 1 1 1 1,609,1 1 1 1 1 1 0 0 1 1,50 66 98 54 22 88 18 36 92 85,68.5425,43.8923,0,5.0797 2.8579 1.5102 2.7560 3.2839 1.0343 1.1920 2.6702 0.8481 1.4019
1 1 1 1 1 1 1 1 1 1,470,1 1 0 0 0 0 1 0 1 0,52 29 33 48 71 7 79 50 60 41,6.9535,84.8664,1,13.4086 4.3838 1.0321 1.8817 1.7248 5.9357 1.2626 1.4822 1.3666 1.5124
1 1 1 1 1 1 1 1 1 1,370,0 0 0 0 1 0 0 0 1 0,38 35 41 47 70 9 4 46 64 16,3.6,46.447,2,6.9330 2.0700 1.4230 1.3760 0.8150 1.7670 1.9440 0.9040 0.8720 0.9910
1 1 1 1 1 1 1 1 1 1,504,1 0 1 0 0 1 1 1 1 1,94 46 30 23 0 62 45 47 61 96,9.7553,105.8249,1,12.3553 2.3828 0.7438 0.6006 0.4956 0.4397 0.4963 0.4711 0.5516 0.9694
1 1 1 1 1 1 1 1 1 1,493,0 1 0 1 1 0 1 0 1 0,83 96 30 9 34 7 66 15 54 99,5.4134,24.687,1,2.8826 0.7556 0.4511 0.6541 0.4996 0.4761 0.3897 1.2160 1.3718 0.9280
1 1 1 1 1 1 1 1 1 1,621,1 1 1 0 1 1 0 1 1 0,72 30 80 41 84 91 57 84 82 0,23.596,39.411,0,4.3610 2.8160 3.1370 1.4480 1.3890 1.4800 5.6980 1.3280 2.5930 1.5260
1 1 1 1 1 1 1 1 1 1,497,1 0 1 1 1 1 1 0 0 0,51 14 70 49 80 48 17 77 43 48,28.0668,57.6698,2,3.4108 2.0761 0.5278 0.5121 0.3981 0.4720 0.4542 3.9923 0.3982 0.3978
1 1 1 1 1 1 1 1 1 1,480,0 1 0 1 1 1 1 1 1 0,0 100 35 97 29 64 11 58 13 73,3.543,24.713,2,7.1830 1.0730 1.0480 0.7690 1.1760 1.0050 1.1760 0.8330 0.8300 0.8660
1 1 1 1 1 1 1 1 1 1,392,0 0 0 0 0 0 0 0 0 0,49 48 3 38 38 29 14 47 29 97,9.5765,32.8359,2,8.1128 3.0936 2.6698 2.4249 1.0220 1.1611 1.1414 1.5447 1.1333 1.2376
1 1 1 1 1 1 1 1 1 1,466,1 1 0 1 0 1 1 1 1 1,52 70 22 3 7 83 77 76 21 55,70.6517,34.4687,0,9.6674 4.3402 1.8870 2.2404 1.5188 1.4230 1.8673 1.8403 1.5928 1.6550
1 1 1 1 1 1 1 1 1 1,427,0 0 0 0 0 0 0 0 0 0,32 27 86 35 50 1 46 76 31 43,145.426,77.8956,1,10.2071 4.4162 1.0398 2.5519 1.6318 1.0479 1.4878 1.3360 1.6080 0.9357
1 1 1 1 1 1 1 1 1 1,457,0 1 1 1 1 1 1 1 1 1,20 30 71 53 14 32 32 83 88 34,24.1877,21.4081,0,3.8191 3.0617 1.6820 1.1141 2.1380 0.7782 22.8876 0.6581 3.2460 0.6423
1 1 1 1 1 1 1 1 1 1,476,1 1 1 1 1 1 1 1 1 1,4 98 95 25 76 10 23 11 56 78,8.89,85.166,1,19.3780 2.6830 2.3100 1.4340 2.3370 1.1750 0.9490 2.4470 1.3350 1.4310
1 1 1 1 1 1 1 1 1 1,535,0 1 1 0 1 0 1 0 0 1,15 78 91 38 100 32 55 40 17 69,90.352,51.178,0,7.6430 5.1620 3.8450 3.0080 1.6670 1.1500 1.3840 1.0800 1.3360 1.1730
1 1 1 1 1 1 1 1 1 1,492,1 1 1 0 1 1 1 1 1 1,56 65 41 3 51 49 19 90 87 31,204.8726,62.1571,0,8.9699 4.4376 5.9935 6.3975 3.7801 2.5490 2.2956 2.6198 1.8915 2.4280
1 1 1 1 1 1 1 1 1 1,517,0 1 1 0 0 1 1 0 1 1,48 92 52 46 6 98 78 12 67 18,413.3674,43.4985,0,10.2816 5.5042 3.5915 1.4901 2.2223 3.8224 1.6684 1.4894 1.6220 1.3113
1 1 1 1 1 1 1 1 1 1,516,1 0 1 0 1 0 1 0 1 0,90 10 34 91 59 9 67 75 73 8,192.655,57.4707,1,2.4938 0.5034 0.6163 0.7196 1.5200 0.4880 0.5355 0.4480 0.3991 0.4234
1 1 1 1 1 1 1 1 1 1,651,1 1 1 1 1 1 1 1 1 1,61 53 69 62 90 63 60 94 85 14,3.5101,104.6746,1,3.2304 0.7006 1.0891 0.7433 0.9839 0.6642 0.5916 0.5834 0.6237 0.7598
1 1 1 1 1 1 1 1 1 1,232,1 1 1 0 0 0 0 0 0 0,7 4 13 73 7 21 48 40 10 9,50.5532,29.1267,0,6.9621 3.6471 3.2560 4.9593 2.0799 2.2465 0.6467 1.4073 0.9300 1.0384
1 1 1 1 1 1 1 1 1 1,502,1 0 1 0 1 1 0 1 1 0,47 41 61 0 82 57 48 91 74 1,30.738,55.126,1,17.3290 8.6740 6.0560 1.3430 1.4890 1.1300 1.5310 1.0150 0.9200 6.2670
1 1 1 1 1 1 1 1 1 1,308,0 0 1 0 0 1 0 1 0 1,92 3 15 29 10 83 41 12 5 18,8.7104,407.9621,1,8.2460 1.2293 0.8258 2.9278 1.0259 0.9279 0.9317 1.9817 1.6918 5.4259
1 1 1 1 1 1 1 1 1 1,532,0 0 0 1 1 0 1 0 1 1,18 77 0 48 99 43 62 81 62 42,14.2675,455.944,2,38.5396 1.8556 1.6238 0.8560 1.9437 0.5678 0.6719 0.8799 0.8398 0.4718
1 1 1 1 1 1 1 1 1 1,616,1 1 0 1 0 1 1 1 0 1,72 87 55 57 47 81 29 97 15 76,39.8612,91.5218,2,15.5537 5.1987 6.8386 0.8517 1.0946 2.2367 1.0637 1.2957 2.4629 0.8559
1 1 1 1 1 1 1 1 1 1,469,1 1 1 1 1 1 1 1 1 1,37 90 12 60 43 36 19 26 58 88,111.2436,26.8742,0,6.6145 3.5597 3.0680 1.0069 0.9173 1.1908 1.8526 1.1495 1.5115 0.9200
1 1 1 1 1 1 1 1 1 1,716,1 1 1 1 1 1 1 1 0 0,66 83 95 90 91 86 69 64 46 26,6.0465,56.4114,1,5.9661 3.2154 2.9837 2.1838 1.5918 1.0477 1.1677 0.7438 0.8158 0.6719
1 1 1 1 1 1 1 1 1 1,472,1 1 1 1 0 1 1 1 1 0,79 71 85 5 44 50 68 0 2 68,111.7576,76.6717,1,12.4296 12.0315 4.5038 2.2716 2.8399 1.7358 1.3439 1.2797 4.5280 1.5919
1 1 1 1 1 1 1 1 1 1,578,1 0 1 0 1 1 1 0 1 1,75 0 73 45 99 89 37 26 71 63,281.4665,148.7336,0,3.7693 1.8395 0.9521 0.7619 0.7118 1.7432 1.0441 0.9140 1.1180 0.7157
1 1 1 1 1 1 1 1 1 1,583,0 1 1 0 0 1 1 1 1 1,46 65 97 96 4 56 57 76 78 8,5.989,43.1982,2,6.4216 2.2161 0.9681 0.7198 0.9359 0.5441 0.4959 0.5758 0.3919 0.6160
1 1 1 1 1 1 1 1 1 1,398,1 1 1 0 1 1 1 0 0 0,50 19 39 34 64 30 3 98 14 47,75.7722,31.992,0,7.5330 1.6718 2.8799 2.9119 1.3359 1.8079 1.5038 5.6718 2.3679 0.8798
1 1 1 1 1 1 1 1 1 1,485,0 1 0 1 1 0 0 0 1 1,18 62 36 75 53 39 61 23 35 83,64.104,180.504,1,8.8910 18.1710 20.1580 2.5810 6.0670 11.1200 2.1420 21.8620 1.2860 0.7990
1 1 1 1 1 1 1 1 1 1,618,1 1 1 1 1 1 0 0 0 0,90 81 90 33 27 28 78 80 37 74,27.1577,80.1458,1,8.8651 7.4966 6.0424 3.6498 4.2358 1.2476 1.4526 1.7568 1.5858 0.8839
1 1 1 1 1 1 1 1 1 1,225,1 1 1 0 1 1 1 1 1 0,38 73 15 8 27 20 10 0 13 21,6.883,313.784,2,35.6530 17.6510 5.6700 1.4960 1.5520 1.1450 1.7750 2.8530 0.9550 1.1270
1 1 1 1 1 1 1 1 1 1,281,1 0 1 0 0 0 0 0 0 0,15 15 10 31 30 40 33 20 58 29,32.3125,27.5041,0,8.5477 3.7435 4.1837 3.6478 2.9288 5.6800 1.6318 3.3039 2.4479 1.8478
1 1 1 1 1 1 1 1 1 1,673,1 0 1 0 0 0 1 0 1 1,59 73 47 89 99 25 63 50 79 89,5.1031,42.39,1,7.5948 4.1513 1.0319 0.5513 0.8958 0.8320 0.6177 0.6716 0.7161 0.4796
1 1 1 1 1 1 1 1 1 1,646,1 1 0 1 1 0 1 0 1 1,75 92 44 79 82 90 18 99 66 1,5.329,12.289,0,7.5080 0.8870 0.5690 0.7060 0.7270 1.4810 0.9840 0.5510 0.7150 0.8310
1 1 1 1 1 1 1 1 1 1,436,1 1 0 1 0 1 0 1 0 1,70 90 33 12 28 2 85 39 14 63,23.1191,26.3291,0,2.6554 3.3198 0.8877 0.8396 0.7833 0.9918 0.7199 0.6640 0.7518 0.6722
1 1 1 1 1 1 1 1 1 1,483,1 0 0 1 0 1 1 0 1 1,26 38 59 82 26 78 56 6 20 92,3.5486,103.6771,0,11.1406 2.2060 0.9757 3.3669 1.3881 1.4710 2.3281 2.5109 0.5446 1.5992
1 1 1 1 1 1 1 1 1 1,626,1 0 1 1 1 1 1 1 1 1,85 33 92 75 72 62 87 11 19 90,24.2275,24.3137,0,2.0611 1.1517 3.2878 1.8001 1.4718 1.8246 1.7599 1.4238 0.8959 1.8236
1 1 1 1 1 1 1 1 1 1,473,1 1 0 1 0 0 1 0 1 0,99 53 74 46 52 0 22 25 59 43,3.643,46.059,1,1.7440 4.1100 0.6550 2.1120 0.6930 1.4310 0.6080 1.7580 0.9830 0.8480
1 1 1 1 1 1 1 1 1 1,418,0 1 1 0 1 0 1 0 1 1,3 4 69 45 67 46 98 29 56 1,31.1583,347.3537,1,116.0370 2.0958 2.0313 1.7597 1.0556 1.5358 0.8559 0.9039 0.7921 0.6009
1 1 1 1 1 1 1 1 1 1,454,1 1 1 0 1 0 1 1 0 1,95 93 23 27 54 13 46 47 4 52,46.992,21.753,0,3.3990 0.8640 1.2630 0.9760 3.2890 2.0000 1.1760 1.0740 1.2510 0.7360
1 1 1 1 1 1 1 1 1 1,520,0 1 0 1 0 1 0 1 0 1,46 11 33 12 86 56 25 70 81 100,3.9373,11.3453,0,2.5165 0.8475 0.8080 0.7191 0.6956 0.7199 0.6961 0.7276 0.7596 0.7273
1 1 1 1 1 1 1 1 1 1,432,1 1 0 1 0 1 0 1 1 0,67 25 100 32 15 31 32 89 30 11,3.0837,11.7851,0,1.6197 1.0156 0.8398 0.8237 0.8643 0.8640 0.8002 0.7813 0.7755 0.9761
1 1 1 1 1 1 1 1 1 1,462,0 1 1 1 1 1 0 1 1 0,22 88 33 41 62 53 84 0 64 15,2.8859,46.0935,2,1.5007 0.7113 0.7121 0.7771 0.7911 0.9273 0.7198 0.9602 0.9682 0.9183
1 1 1 1 1 1 1 1 1 1,627,1 0 1 1 1 1 1 1 1 1,29 40 72 63 98 90 35 73 57 70,42.0255,16.9616,0,1.2149 3.1194 1.3997 2.0238 1.6158 1.2797 1.0246 1.0878 1.0562 0.9921
1 1 1 1 1 1 1 1 1 1,475,1 0 1 0 1 1 0 0 1 1,55 17 63 15 7 88 96 37 76 21,14.242,42.688,1,2.9270 0.5360 0.5360 2.3130 0.5610 0.4640 0.4950 0.4800 0.4630 0.4470
1 1 1 1 1 1 1 1 1 1,590,1 1 0 1 0 1 0 1 0 1,77 83 0 90 85 50 41 85 4 75,4.2008,23.207,1,7.2671 4.7902 0.9045 5.0151 1.1848 1.3458 0.9836 0.7583 0.6976 0.6728
1 1 1 1 1 1 1 1 1 1,628,1 1 0 1 1 1 0 1 1 1,38 80 31 73 90 64 88 36 75 53,92.1425,52.0637,0,6.9904 2.8995 4.2077 1.1318 1.0077 1.1278 0.8998 0.8399 0.9242 0.7839
1 1 1 1 1 1 1 1 1 1,570,1 0 1 0 1 0 1 0 1 0,96 25 83 78 86 17 69 14 85 17,11.0404,43.6431,0,6.2722 2.8151 0.8472 0.5918 0.9842 0.6393 0.7285 0.7760 0.6242 1.3753
1 1 1 1 1 1 1 1 1 1,456,0 0 1 0 1 1 0 1 1 0,64 24 24 16 66 70 40 68 65 19,35.9711,42.7917,1,5.1177 2.0954 0.9117 1.4561 1.3435 1.5279 1.1438 1.0397 0.8077 0.6956
1 1 1 1 1 1 1 1 1 1,683,1 1 1 1 1 1 1 0 1 1,28 95 82 93 79 67 58 47 67 67,52.3433,24.6607,0,5.4279 3.6242 1.6278 1.1404 0.9606 1.2157 1.3961 0.6242 0.7200 0.8361
1 1 1 1 1 1 1 1 1 1,358,0 1 0 0 1 0 1 0 0 1,40 0 17 43 64 47 2 45 33 67,5.208,30.6341,2,1.3861 1.1039 1.2956 2.9994 0.4000 0.4802 0.7438 0.6796 0.6163 0.6074
1 1 1 1 1 1 1 1 1 1,512,1 1 1 1 0 0 1 1 0 0,98 81 44 37 28 81 43 27 64 9,12.9569,60.4395,2,7.8955 1.9356 1.3918 1.2718 1.0158 1.0798 0.8078 2.4078 0.6718 0.8078
1 1 1 1 1 1 1 1 1 1,559,0 1 1 0 1 1 0 1 1 1,4 98 73 44 64 10 44 65 77 80,6.4032,51.4289,2,9.3485 4.1826 2.8387 0.8157 0.5299 0.5113 0.5995 0.5113 0.7434 0.6072
1 1 1 1 1 1 1 1 1 1,414,1 0 0 1 0 1 0 1 1 0,67 1 43 93 40 51 11 73 34 1,16.5351,32.0546,2,3.3971 2.6071 3.9591 2.9436 0.8954 0.7276 2.3674 0.6638 1.6151 3.9032
1 1 1 1 1 1 1 1 1 1,289,0 0 0 0 0 0 0 0 0 0,89 39 17 4 16 19 14 30 42 19,40.588,90.447,1,8.4780 2.6310 1.6160 2.6880 2.5430 1.6030 1.7020 1.5060 1.6800 1.5260
