 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
0 0 0 0 0 0 0 0 0 0,457,0 1 0 1 1 0 0 1 1 1,99 56 5 95 2 7 34 74 31 54,6.8126,22.5219,0,10.3075 3.5315 4.9055 6.1802 3.4620 0.9627 2.6800 0.8739 2.1642 1.5124
0 0 0 0 0 0 0 0 0 0,446,0 0 0 0 0 0 0 0 0 0,77 30 2 74 40 24 66 10 42 81,46.3068,48.9871,1,4.1100 2.3747 2.4043 2.1188 1.4045 1.2029 1.0048 1.3211 0.9228 2.8970
0 0 0 0 0 0 0 0 0 0,533,0 0 1 0 1 1 0 1 0 1,49 47 35 2 87 19 85 50 86 73,178.1135,44.9619,1,8.4196 42.3214 3.2972 10.5119 6.5017 12.2083 4.7397 4.5500 6.4597 4.0119
0 0 0 0 0 0 0 0 0 0,196,0 1 0 1 0 1 1 0 0 0,2 54 16 16 3 21 0 39 5 40,109.3547,33.218,0,6.3883 5.6866 10.2814 5.5890 3.4791 3.7341 4.1735 3.0555 3.8060 2.2630
0 0 0 0 0 0 0 0 0 0,589,1 1 1 0 1 1 0 0 1 0,90 97 76 5 64 27 57 78 12 83,38.3766,46.4303,1,3.6869 3.1513 2.4539 2.1231 1.6926 2.8508 0.7903 0.7578 1.3641 0.4419
0 0 0 0 0 0 0 0 0 0,634,0 1 1 1 1 1 1 1 1 1,5 88 58 95 91 26 20 96 88 67,64.491,50.5346,0,13.4339 1.6989 0.8620 0.6448 0.5307 0.5335 0.8748 0.6542 0.6288 0.6519
0 0 0 0 0 0 0 0 0 0,363,0 0 1 1 1 1 1 0 1 1,3 1 80 86 33 2 45 3 60 50,283.0578,20.9813,0,12.2008 2.9149 1.2499 1.6496 1.0035 1.0456 2.6877 1.8159 0.9309 1.1394
0 0 0 0 0 0 0 0 0 0,452,0 0 0 0 0 0 0 1 1 1,15 33 91 30 48 20 20 91 85 19,26.8239,47.8675,1,8.2108 5.4992 6.8006 2.7650 6.3926 3.9079 2.7646 2.2356 3.9285 2.8234
0 0 0 0 0 0 0 0 0 0,475,0 1 1 1 1 1 1 0 0 0,0 87 85 53 20 45 20 65 15 85,86.0036,17.7311,0,6.4738 1.3222 2.1123 1.2822 0.8980 0.9058 2.1958 1.1087 0.8214 0.7940
0 0 0 0 0 0 0 0 0 0,527,0 1 1 1 0 0 0 1 1 0,71 89 57 55 96 82 21 21 7 28,42.816,33.544,0,7.6620 4.9530 4.1680 5.0150 3.8550 2.6550 4.1680 4.1750 8.7200 1.6880
0 0 0 0 0 0 0 0 0 0,383,0 0 0 0 0 0 0 0 0 0,13 43 69 23 10 44 18 41 44 78,88.1638,37.7741,0,5.6337 0.9856 0.7469 3.0842 0.7888 2.0639 0.7366 3.1347 2.1062 0.6439
0 0 0 0 0 0 0 0 0 0,470,1 1 1 0 0 0 0 1 1 1,38 66 61 41 92 34 30 82 17 9,17.5177,47.1627,1,3.6544 7.5049 5.0980 0.9030 0.9660 0.5360 0.5710 0.6819 0.5850 0.4382
0 0 0 0 0 0 0 0 0 0,576,0 1 1 1 1 1 1 1 1 1,35 65 93 47 64 5 81 75 96 15,134.8463,30.0003,0,9.4364 12.5680 10.1598 4.8078 4.9117 4.3999 2.8962 7.5598 5.2638 2.3446
0 0 0 0 0 0 0 0 0 0,364,0 0 0 0 0 0 0 0 0 0,29 12 0 35 42 84 5 41 68 48,173.7542,44.7924,0,10.1258 3.4475 3.7279 2.0879 2.6959 1.4400 1.2000 0.7839 0.9440 0.9920
0 0 0 0 0 0 0 0 0 0,656,1 1 0 1 1 1 0 0 1 1,86 69 8 92 60 29 78 45 99 90,108.363,166.719,0,6.4550 5.8300 6.9570 1.6520 2.2620 1.8170 2.5120 1.6910 1.1790 7.9080
0 0 0 0 0 0 0 0 0 0,462,0 1 1 0 0 0 0 0 0 0,10 71 12 77 35 62 22 85 40 48,33.8455,22.7154,1,5.1139 5.8642 5.0666 9.9260 0.8748 2.8007 1.6508 6.2929 3.8843 3.9973
0 0 0 0 0 0 0 0 0 0,481,0 0 0 1 1 1 0 0 1 0,45 78 27 71 62 10 66 22 13 87,103.2711,50.1629,0,3.3451 2.6051 2.9159 2.1771 2.6181 6.0236 1.7187 1.4229 1.7638 1.9545
0 0 0 0 0 0 0 0 0 0,297,0 0 0 0 1 0 0 0 1 0,56 14 94 22 9 25 48 6 18 5,89.348,22.914,0,7.7010 9.8950 11.0320 3.7520 8.9220 1.3520 3.1120 3.6010 1.0240 3.3500
0 0 0 0 0 0 0 0 0 0,523,1 0 1 0 1 0 1 0 1 0,40 8 72 78 54 55 63 48 93 12,86.439,42.951,1,7.5510 2.7290 4.3640 1.4730 2.0010 1.1650 1.5460 7.1900 5.0160 3.6190
0 0 0 0 0 0 0 0 0 0,583,0 0 1 0 1 0 1 1 0 1,26 83 59 8 82 26 82 87 93 37,45.6854,39.1025,0,7.2745 0.7637 1.2720 0.7943 0.9497 0.6780 0.5316 0.5777 0.7477 0.6319
0 0 0 0 0 0 0 0 0 0,494,0 0 0 0 0 0 0 0 0 0,17 67 86 50 34 24 16 95 55 50,47.6561,42.1868,0,15.6419 3.5733 2.2827 1.8566 1.2660 1.4112 2.1614 1.0285 1.4598 1.1256
0 0 0 0 0 0 0 0 0 0,285,1 1 1 1 1 1 1 1 1 1,43 57 13 55 7 22 59 8 8 13,56.1615,43.9275,1,6.4021 3.7593 5.7924 2.5125 5.8227 2.3514 3.2397 5.6479 1.7599 3.6074
0 0 0 0 0 0 0 0 0 0,396,0 0 0 0 0 0 0 0 0 0,44 68 44 89 20 30 34 7 38 22,90.918,30.001,0,8.3630 2.6820 1.7280 1.2860 11.8640 4.3550 1.4810 1.1170 3.9370 1.1080
0 0 0 0 0 0 0 0 0 0,565,1 0 0 0 1 1 0 0 1 1,80 40 60 94 24 65 32 33 97 40,89.8257,74.2965,2,10.2155 5.2256 4.7926 6.2248 1.8564 4.0883 2.9274 1.2243 2.8240 2.3285
0 0 0 0 0 0 0 0 0 0,386,0 0 0 1 1 1 1 1 0 0,50 21 23 66 50 28 97 4 40 7,68.717,23.1482,0,11.4154 6.0054 7.0054 3.5077 1.2315 5.4906 5.1120 2.2551 1.1306 2.5759
0 0 0 0 0 0 0 0 0 0,547,1 0 1 1 1 1 1 1 1 0,66 46 74 8 51 54 82 97 55 14,41.281,58.7114,1,14.6141 40.0554 7.3521 0.7760 2.5358 5.5765 0.6962 0.6957 0.5193 3.2000
0 0 0 0 0 0 0 0 0 0,509,0 0 0 0 0 0 0 1 1 1,39 43 64 87 18 72 20 52 61 53,40.7586,24.3549,1,6.7613 1.8515 2.0623 1.8315 1.3130 1.2672 1.4450 1.3015 0.9235 0.9387
0 0 0 0 0 0 0 0 0 0,496,1 1 1 1 1 0 1 0 0 1,4 79 92 6 78 36 19 86 40 56,307.1866,177.0713,1,15.6279 3.5480 8.1477 2.5039 5.1758 5.1999 1.9039 2.1477 2.1042 1.9199
0 0 0 0 0 0 0 0 0 0,500,0 0 0 0 0 0 0 0 0 0,19 17 74 83 45 74 49 7 46 86,28.7712,32.6186,1,3.8082 2.5880 1.0172 0.8692 0.7383 0.9285 0.5081 0.5186 0.5484 0.8254
0 0 0 0 0 0 0 0 0 0,419,0 0 0 0 0 0 0 0 0 0,50 23 34 30 14 3 35 92 100 38,81.973,14.459,0,4.7490 2.4450 0.5640 6.0560 1.9930 1.2180 0.6180 0.7030 1.0570 0.4540
0 0 0 0 0 0 0 0 0 0,348,0 1 1 1 1 0 0 1 0 0,19 93 89 3 10 38 39 2 45 10,47.3743,21.5275,0,5.7847 3.0777 1.0699 1.5561 1.8978 0.8659 0.8521 0.9196 0.5938 0.7978
0 0 0 0 0 0 0 0 0 0,505,1 1 1 1 1 1 1 1 1 1,15 60 0 73 82 31 37 98 73 36,38.4922,67.6314,1,14.6153 8.6630 1.8735 6.7362 5.2606 1.8734 1.8579 1.0304 1.2020 1.2401
0 0 0 0 0 0 0 0 0 0,597,0 0 0 0 0 0 1 1 1 1,24 77 67 89 36 16 83 83 57 65,18.3368,32.3165,0,7.0712 8.6209 3.4158 4.5747 1.9839 2.6242 0.9034 2.5432 1.4159 1.6719
0 0 0 0 0 0 0 0 0 0,492,0 0 0 0 1 1 1 1 1 1,64 85 31 17 88 56 54 77 13 7,35.1345,19.5681,0,3.3021 3.8482 2.9047 3.3116 1.1920 3.9037 3.9922 3.2003 2.2801 4.3362
0 0 0 0 0 0 0 0 0 0,465,0 1 1 1 1 0 1 1 1 1,18 22 46 76 47 12 58 76 81 29,32.0619,44.478,1,4.8803 3.8774 9.6791 0.4959 0.5087 0.6243 0.6097 0.4605 0.5512 0.4778
0 0 0 0 0 0 0 0 0 0,375,0 0 1 1 0 1 1 0 0 0,68 4 98 58 21 10 13 49 16 38,3.8728,38.3533,1,5.0661 1.5616 4.2498 1.4117 0.7299 0.6342 0.6185 0.6312 1.2075 0.5856
0 0 0 0 0 0 0 0 0 0,356,0 0 0 1 1 1 1 0 1 1,24 35 2 55 27 94 2 11 27 79,64.8436,39.6959,1,10.4866 6.8122 1.6638 2.5519 4.2416 0.9252 1.5605 1.0560 1.0566 0.8633
0 0 0 0 0 0 0 0 0 0,461,0 0 1 1 0 1 1 1 1 1,54 14 62 12 43 79 19 59 68 51,83.964,20.078,0,3.7120 3.7330 2.7640 2.7700 2.5240 5.2900 3.6030 1.4860 2.0410 0.9240
0 0 0 0 0 0 0 0 0 0,449,0 0 1 0 1 1 1 0 1 1,7 32 81 42 88 69 8 66 55 1,89.261,47.1,0,3.3400 5.0710 7.9130 4.2870 2.0330 2.4310 1.7330 0.9320 1.8720 3.0960
0 0 0 0 0 0 0 0 0 0,635,1 1 1 1 1 1 1 0 0 0,90 48 58 83 82 16 90 94 73 1,82.896,30.99,1,6.4040 5.3570 5.3970 3.7970 3.8690 2.8040 2.6640 2.4430 7.4750 2.2050
0 0 0 0 0 0 0 0 0 0,574,0 0 0 1 0 0 1 0 0 0,82 91 20 51 74 17 43 34 64 98,110.1831,28.305,0,4.7611 3.3179 4.3920 1.3226 1.7797 1.2736 2.6615 1.1381 2.7241 1.5060
0 0 0 0 0 0 0 0 0 0,354,0 0 0 0 0 1 1 1 1 1,40 49 7 19 17 74 13 11 24 100,10.1353,35.6644,1,4.0157 3.3546 1.3064 2.7741 1.7826 0.9680 1.3868 0.7109 0.8512 0.7409
0 0 0 0 0 0 0 0 0 0,324,0 0 0 0 0 0 1 1 1 0,11 36 27 5 77 39 44 44 7 34,114.4283,21.4631,0,5.6708 1.7738 0.8794 0.5432 0.8811 0.5755 0.6489 0.4795 0.7028 0.4396
0 0 0 0 0 0 0 0 0 0,379,0 0 0 0 0 1 0 1 0 1,22 35 34 88 21 63 22 17 2 75,1049.2094,24.4482,0,8.0174 4.7595 3.2700 2.7325 1.2073 1.3677 1.5646 1.0357 1.4783 1.5917
0 0 0 0 0 0 0 0 0 0,501,0 1 0 0 1 1 1 1 1 1,41 31 6 25 62 56 68 15 99 98,109.4095,35.1499,0,18.7449 5.1209 2.0990 3.5324 5.9869 2.0413 4.3044 1.4855 5.0023 1.6469
0 0 0 0 0 0 0 0 0 0,262,0 0 0 0 0 0 0 0 0 0,5 48 51 3 5 48 23 23 18 38,53.3182,16.5614,0,9.6013 5.7273 3.4400 3.2680 1.1586 4.0073 1.3755 1.3825 2.1110 1.2239
0 0 0 0 0 0 0 0 0 0,521,0 1 1 1 1 0 1 0 1 1,45 56 8 41 83 90 100 23 17 58,300.4692,45.892,0,13.6937 10.9543 6.6756 9.0119 4.7552 1.6378 2.5556 2.2483 1.9816 2.0906
0 0 0 0 0 0 0 0 0 0,538,1 1 0 1 0 1 1 1 1 0,90 64 75 43 20 40 63 61 17 65,38.852,44.127,1,8.3730 3.5600 1.9200 2.0960 1.5670 1.1360 1.1680 2.5360 2.9430 1.0140
0 0 0 0 0 0 0 0 0 0,385,0 1 1 1 1 1 1 0 1 1,5 33 46 54 38 86 41 11 31 40,85.1813,28.8591,0,9.9094 9.7400 7.4712 4.9439 3.8005 6.2716 1.9221 1.5036 0.9967 3.2555
0 0 0 0 0 0 0 0 0 0,400,0 0 1 0 0 0 0 0 0 0,47 0 0 58 89 32 58 16 46 54,44.578,42.8585,0,15.2771 7.2323 9.4616 14.0034 3.3757 5.7677 3.0003 2.2672 1.5699 1.9919
0 0 0 0 0 0 0 0 0 0,681,1 1 1 0 0 0 1 1 1 1,53 73 59 95 40 29 100 49 86 97,73.5798,19.1757,0,5.8952 4.7003 4.3143 1.3569 0.6972 0.6202 0.6153 0.8114 0.6816 0.9160
0 0 0 0 0 0 0 0 0 0,398,0 0 0 0 0 1 1 1 1 1,79 20 36 14 11 77 55 32 21 53,120.368,43.208,0,19.4980 6.5690 2.9460 1.3160 1.9230 1.1950 1.2090 1.2730 1.9590 1.2900
0 0 0 0 0 0 0 0 0 0,571,0 1 1 0 0 0 1 1 1 0,75 98 53 42 96 42 72 45 46 2,52.1778,23.6811,0,4.7215 3.1760 1.3119 1.2318 0.9198 0.8400 1.0720 1.1360 1.7476 0.7293
0 0 0 0 0 0 0 0 0 0,431,0 0 0 0 0 0 0 0 0 0,22 49 21 20 94 13 77 42 27 66,84.2131,33.7397,0,5.4142 3.7524 4.2406 1.5358 1.6878 0.6955 1.7999 0.9519 1.0797 1.6642
0 0 0 0 0 0 0 0 0 0,462,0 0 0 0 0 0 0 0 0 0,47 55 38 73 47 6 97 8 51 40,19.8224,30.6205,0,2.3104 3.3234 0.8479 0.8760 0.6968 0.6882 0.8958 0.6071 0.6970 0.5741
0 0 0 0 0 0 0 0 0 0,461,0 1 0 1 0 1 0 0 0 0,84 2 55 50 45 6 28 92 66 33,57.1337,20.0488,0,5.0389 3.8756 6.7678 2.2652 1.1488 4.5050 0.6537 0.7174 2.3521 1.1775
0 0 0 0 0 0 0 0 0 0,462,0 0 0 0 0 0 0 0 0 0,12 67 56 9 91 8 55 83 33 48,18.3503,24.6039,1,6.0455 5.1087 2.9258 1.6571 0.6638 1.4307 0.7592 0.6219 0.5829 0.5505
0 0 0 0 0 0 0 0 0 0,445,0 1 1 1 1 1 0 1 1 0,2 59 42 51 57 29 36 93 59 17,8.468,36.036,2,4.4050 1.5330 1.9550 0.7010 0.6910 2.9640 1.5540 0.5760 0.6260 0.6230
0 0 0 0 0 0 0 0 0 0,304,0 1 1 1 1 1 0 0 1 0,20 35 69 49 35 6 44 15 12 19,186.9034,39.0632,0,19.8714 11.9820 5.9765 3.3307 3.2895 7.4360 3.8558 7.4925 1.2158 21.9859
0 0 0 0 0 0 0 0 0 0,609,1 0 0 0 1 1 0 0 0 1,64 29 67 50 87 56 82 96 14 64,48.9685,30.1724,1,5.1106 3.8174 3.2566 4.5336 1.9583 3.1188 1.1700 1.4216 6.2700 1.2915
0 0 0 0 0 0 0 0 0 0,465,0 0 1 0 1 0 1 0 1 1,91 40 14 19 84 2 77 98 4 36,11.2,53.485,2,9.0080 6.8560 12.8330 8.7420 7.9770 11.9110 5.1470 5.2630 7.3130 7.2100
0 0 0 0 0 0 0 0 0 0,369,0 0 0 0 0 0 0 0 0 0,27 19 40 23 25 40 88 28 2 77,120.3408,39.2821,0,7.9069 2.2057 6.3516 2.5317 1.2838 1.5367 2.0061 0.9600 0.8200 0.7780
0 0 0 0 0 0 0 0 0 0,613,0 1 1 0 1 1 1 1 1 0,47 73 58 37 44 77 98 83 89 7,62.3854,23.2477,0,8.6590 7.2804 7.4000 1.7769 1.9075 2.0129 4.0679 3.0823 3.0798 1.2082
0 0 0 0 0 0 0 0 0 0,467,0 1 0 0 0 1 0 0 0 1,87 43 27 82 48 37 31 14 46 52,32.658,29.19,0,6.9280 2.1750 3.2320 1.4820 1.2390 0.6080 0.9130 1.9520 0.6250 0.8480
0 0 0 0 0 0 0 0 0 0,464,1 0 1 0 0 1 1 1 1 1,77 7 3 91 2 76 0 58 93 57,73.5362,44.0114,1,4.2218 7.0489 1.7604 0.8072 3.1612 1.5683 2.6962 1.4224 1.9440 1.5282
0 0 0 0 0 0 0 0 0 0,523,1 1 0 1 1 0 1 1 1 1,89 50 3 50 2 26 93 68 63 79,63.373,35.868,0,3.0920 2.6510 1.4580 0.7350 0.5920 0.6580 1.2010 0.7390 0.5140 1.3310
0 0 0 0 0 0 0 0 0 0,501,0 0 0 0 0 0 1 1 1 1,3 97 32 31 62 39 70 30 60 77,77.9419,23.9288,0,24.3316 5.9682 7.7760 5.6639 3.9597 2.0560 2.4968 4.6491 2.3925 1.7999
0 0 0 0 0 0 0 0 0 0,592,0 1 0 1 0 1 1 1 1 1,69 37 49 100 15 57 93 74 23 75,17.8714,36.1248,0,12.2419 2.1280 0.8769 1.1560 6.1799 0.8113 1.3467 1.0983 0.9679 0.9125
0 0 0 0 0 0 0 0 0 0,238,0 0 0 0 0 0 0 0 0 0,6 12 30 53 6 11 26 43 24 27,33.2265,46.3915,1,12.5853 4.0394 2.3877 2.5078 2.3605 1.6916 1.9917 2.8597 2.2119 2.3958
0 0 0 0 0 0 0 0 0 0,352,0 0 0 0 0 0 0 0 0 0,38 13 72 9 44 44 18 59 47 8,36.4632,40.2255,1,5.8728 4.6592 2.5431 2.7939 1.0497 1.0418 0.7427 0.6542 0.6941 0.6696
0 0 0 0 0 0 0 0 0 0,478,0 0 0 0 1 1 1 1 1 1,64 24 41 39 93 82 16 87 7 25,62.8113,18.8312,0,4.9197 2.8666 2.9073 2.7846 1.5422 1.0368 0.9627 1.9393 1.0595 0.5989
0 0 0 0 0 0 0 0 0 0,428,0 0 0 0 0 0 0 0 0 0,28 53 29 3 26 83 13 89 76 28,67.586,75.121,2,7.8460 3.4480 1.8770 2.8400 1.6610 1.6340 0.6440 0.5860 0.8600 0.6450
0 0 0 0 0 0 0 0 0 0,440,1 1 0 0 0 1 1 0 1 1,31 12 69 22 0 61 71 19 58 97,26.007,52.56,1,6.4250 1.9280 0.6690 0.7380 0.6550 1.1820 1.0090 0.6400 1.0870 1.0410
0 0 0 0 0 0 0 0 0 0,481,0 1 0 1 0 1 1 0 1 1,19 98 9 70 31 37 71 12 58 76,4.5884,19.4115,1,5.4853 1.4198 2.1399 0.8480 1.9759 1.0159 1.6879 1.1119 0.6519 0.8321
0 0 0 0 0 0 0 0 0 0,376,0 0 0 0 0 1 1 0 1 1,29 10 60 29 45 92 1 0 87 23,97.8423,40.3314,0,8.9184 5.2139 6.6079 3.0658 1.8935 2.7733 1.7585 1.4290 1.6114 1.3439
0 0 0 0 0 0 0 0 0 0,323,0 0 1 1 1 1 0 0 1 0,23 23 7 63 19 21 85 12 20 50,104.195,28.5839,0,7.8140 4.8198 4.1731 2.9839 3.3840 2.4499 1.1680 1.5089 2.3329 0.7998
0 0 0 0 0 0 0 0 0 0,546,0 0 1 1 1 1 0 1 1 1,40 56 95 72 64 44 4 19 87 65,124.8346,156.8236,0,21.5445 5.3192 1.9595 8.5119 4.2717 3.2000 2.5674 1.4556 0.8160 1.0811
0 0 0 0 0 0 0 0 0 0,572,0 1 0 1 1 1 1 1 1 1,16 99 9 71 60 79 99 78 29 32,15.569,119.575,0,5.1170 3.0890 2.3250 2.7770 3.9930 1.1390 1.0450 0.7020 0.7020 0.6860
0 0 0 0 0 0 0 0 0 0,496,0 0 0 1 1 1 0 0 1 1,100 13 6 30 52 50 72 35 56 82,13.027,81.84,1,4.4310 1.1930 1.2240 0.7350 0.5130 0.5680 0.7680 0.4720 0.3430 0.5680
0 0 0 0 0 0 0 0 0 0,458,0 0 1 0 1 1 1 1 1 1,23 8 26 7 61 100 39 77 93 24,8.966,72.2683,1,11.5198 1.0537 1.8960 0.7479 0.6224 0.6695 0.7879 0.6581 0.8087 0.9345
0 0 0 0 0 0 0 0 0 0,429,1 1 1 1 1 1 1 1 1 1,60 65 60 9 57 43 5 13 81 36,74.0874,33.5868,0,13.1184 9.1173 3.1497 2.2336 4.8516 3.8856 1.5178 1.5439 1.8178 0.7451
0 0 0 0 0 0 0 0 0 0,388,0 0 0 1 1 0 0 1 0 0,9 48 58 62 11 30 49 28 45 48,86.3071,38.7608,0,12.3356 4.7011 5.6022 8.1283 5.6969 2.1785 3.3431 4.1457 3.4962 2.4062
0 0 0 0 0 0 0 0 0 0,492,0 0 0 0 1 1 1 1 1 1,63 2 40 1 42 86 71 36 61 90,40.7219,87.7684,0,19.6591 4.0498 6.2758 10.1541 8.9680 11.4319 3.5318 3.2838 4.0498 3.6801
1 1 1 1 1 1 1 1 1 1,416,1 1 0 0 1 1 1 0 1 1,88 48 53 2 48 58 21 0 15 83,17.138,34.497,1,4.2620 2.5680 1.7120 1.5360 0.6250 0.7700 0.5930 0.4790 0.4400 0.5600
1 1 1 1 1 1 1 1 1 1,315,1 0 0 1 0 1 0 1 1 0,1 24 6 49 44 45 27 78 35 6,2.4023,58.0079,2,8.4232 2.1274 1.5995 0.8238 3.0557 1.4086 0.5117 1.0958 0.5991 0.3360
1 1 1 1 1 1 1 1 1 1,486,1 1 1 1 1 0 1 1 0 1,57 84 23 93 0 24 100 3 49 53,35.8299,25.466,0,6.6193 6.0281 4.3560 0.5683 2.1379 0.9938 0.5818 0.5459 0.4739 0.6062
1 1 1 1 1 1 1 1 1 1,334,1 1 0 1 0 0 0 0 0 0,100 4 5 31 10 30 68 15 59 12,9.6234,18.9214,0,14.4770 4.7360 1.9429 6.9762 4.3510 5.9360 1.9675 0.7674 0.3602 0.6798
1 1 1 1 1 1 1 1 1 1,596,1 1 1 1 1 1 1 1 1 1,100 64 63 27 54 50 45 54 73 66,4.907,41.294,1,4.8570 2.5990 2.1500 1.7370 1.0760 0.9530 1.5900 1.0570 0.8170 1.0330
1 1 1 1 1 1 1 1 1 1,340,1 1 1 1 0 0 0 1 0 1,95 60 6 31 17 8 67 2 4 50,28.9745,30.8481,1,6.6017 2.9246 0.7759 3.1601 0.7743 0.7200 1.0237 1.2488 0.4948 0.5619
1 1 1 1 1 1 1 1 1 1,528,1 1 0 1 1 1 1 1 1 1,50 36 20 54 38 66 86 65 53 60,40.196,40.859,1,7.2090 7.9530 4.1890 3.9860 1.6870 2.1590 2.1180 1.5800 1.6090 1.7740
1 1 1 1 1 1 1 1 1 1,454,1 1 1 0 1 0 1 0 1 1,60 100 76 68 8 46 24 12 43 17,17.572,34.3877,0,5.4576 4.1337 3.0579 3.1795 2.2217 2.6214 1.1949 1.7147 1.4852 1.3777
1 1 1 1 1 1 1 1 1 1,556,1 1 1 0 0 1 0 1 1 0,58 63 51 100 43 62 11 72 50 46,58.25,53.6086,1,25.3168 6.4703 4.6793 5.2792 4.5298 2.0390 4.6997 1.0815 2.1098 1.9914
1 1 1 1 1 1 1 1 1 1,446,1 1 0 1 0 1 1 1 1 1,3 69 11 59 25 64 59 63 65 28,194.856,57.203,2,7.9830 3.9623 1.1162 1.0276 6.7152 1.8955 0.8371 0.7551 0.7666 1.0211
1 1 1 1 1 1 1 1 1 1,422,1 1 1 1 1 0 1 1 0 0,22 88 35 62 32 29 16 0 91 47,41.412,114.119,2,12.9060 4.8630 6.7360 5.6280 3.2060 3.4160 2.5540 7.3400 3.2050 4.1790
1 1 1 1 1 1 1 1 1 1,264,1 0 0 0 1 0 0 0 0 0,18 42 46 36 12 38 16 41 8 7,53.497,35.062,1,12.0640 9.1460 3.6110 2.7070 5.1980 0.8830 1.2150 0.9490 1.8330 1.2410
1 1 1 1 1 1 1 1 1 1,541,0 1 1 1 1 1 0 0 1 0,90 39 56 62 83 50 8 70 71 12,10.793,24.935,2,3.0070 1.0590 0.6930 0.6930 0.6600 0.5690 1.5470 0.4790 0.3980 0.3740
1 1 1 1 1 1 1 1 1 1,474,0 0 1 0 1 1 0 1 1 0,5 68 14 34 82 100 47 19 83 22,271.7985,101.4676,0,36.3323 2.3351 1.0093 0.7272 0.6797 0.8874 0.9055 0.6073 0.5276 1.0157
1 1 1 1 1 1 1 1 1 1,533,0 0 0 0 0 0 0 0 0 0,7 87 43 43 10 37 97 100 24 85,193.8288,92.9496,0,13.9255 10.6727 2.9296 1.8295 4.2686 3.2152 2.5281 1.4240 1.6424 1.4553
1 1 1 1 1 1 1 1 1 1,544,1 1 0 0 1 0 0 1 0 1,77 43 83 13 18 45 82 94 53 36,121.1141,48.4219,0,15.2461 9.1531 2.8965 2.9546 2.4781 1.4596 2.6767 2.6103 4.8469 1.3999
1 1 1 1 1 1 1 1 1 1,469,1 1 1 0 0 0 1 1 1 0,59 88 23 74 39 22 64 3 60 37,52.3104,26.8776,0,4.6874 0.8456 0.5397 0.3961 0.3458 0.6258 0.3421 0.3700 0.4361 0.3543
1 1 1 1 1 1 1 1 1 1,483,1 1 0 1 1 0 1 0 1 0,75 3 31 81 78 66 0 98 9 42,22.5966,101.5365,0,7.6791 5.9859 4.6390 2.3112 2.6373 1.2066 4.6890 1.0177 4.6688 0.9703
1 1 1 1 1 1 1 1 1 1,585,1 1 0 0 1 0 1 1 0 1,32 94 32 97 86 45 81 54 50 14,105.114,33.593,0,18.7860 6.0190 3.1810 2.4950 1.3680 1.6630 2.3140 9.7680 4.7830 0.9170
1 1 1 1 1 1 1 1 1 1,405,1 0 0 1 0 0 0 1 0 0,79 15 9 20 71 12 33 43 55 68,63.082,35.342,0,6.7760 2.0780 5.5550 1.5690 3.1980 2.4290 2.4710 1.2300 1.6680 2.3760
1 1 1 1 1 1 1 1 1 1,433,1 0 1 1 1 0 0 1 1 1,29 1 5 97 56 66 39 11 67 62,32.9199,57.0033,1,3.7402 1.0666 0.7400 1.3090 1.2125 1.0496 1.0411 1.0253 2.9606 2.1887
1 1 1 1 1 1 1 1 1 1,459,1 1 0 1 1 0 1 0 1 1,51 18 16 75 40 66 23 8 62 100,75.9091,24.0595,0,6.2392 3.7840 1.3480 2.1200 2.5439 1.3077 0.7760 1.2319 1.5275 1.4321
1 1 1 1 1 1 1 1 1 1,495,1 1 0 1 0 0 1 1 0 1,69 10 67 62 46 27 83 5 43 83,44.0071,18.7922,0,5.1109 4.3517 1.1599 1.9597 1.3839 1.4957 0.4957 0.7916 0.4719 1.8554
1 1 1 1 1 1 1 1 1 1,671,1 1 1 1 1 1 1 1 1 1,15 96 65 86 56 84 98 87 71 13,179.22,44.082,0,9.0460 10.7640 2.1130 6.6410 7.5190 3.5170 1.8600 5.0830 1.9310 2.3230
1 1 1 1 1 1 1 1 1 1,402,1 1 1 0 1 1 1 1 1 1,18 60 51 18 91 6 71 27 41 19,29.404,119.812,2,8.1470 2.6820 1.0090 4.0800 0.8910 0.8520 0.9060 1.1220 0.8770 0.8040
1 1 1 1 1 1 1 1 1 1,471,1 1 0 1 1 0 1 1 1 1,26 8 11 83 67 5 95 19 86 71,17.3893,25.3351,1,5.1997 1.6238 0.6159 0.3359 0.8825 0.5358 0.4479 0.3838 0.4156 0.6481
1 1 1 1 1 1 1 1 1 1,459,0 1 1 1 0 1 0 1 1 0,50 90 51 65 99 11 0 19 57 17,15.957,42.173,0,6.6260 7.8420 2.8400 3.1880 1.0020 1.8110 1.2060 1.7860 0.6880 0.9370
1 1 1 1 1 1 1 1 1 1,562,1 1 1 1 1 1 1 1 1 1,2 98 69 66 25 5 95 76 31 95,64.472,116.828,0,4.4480 0.6590 0.5830 1.8650 0.5840 0.6080 0.5680 0.5990 0.4720 0.5360
1 1 1 1 1 1 1 1 1 1,470,0 1 1 1 1 1 0 1 1 1,29 40 50 76 95 56 3 31 79 11,41.9916,62.4618,0,4.8983 0.5472 0.4586 0.5196 0.4634 0.4481 0.3900 0.4156 0.4520 0.4366
1 1 1 1 1 1 1 1 1 1,331,1 1 0 1 1 1 0 0 1 1,30 2 2 82 41 7 29 72 34 32,13.6466,41.0591,1,6.9079 2.6546 1.2098 1.1060 3.2291 1.8510 1.1138 1.4309 0.7307 1.5923
